,#,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
400,399,Hayden Wesneski,CHC,2.0,2.0,5.03,8.0,8.0,0.0,0.0,0.0,0.0,0.0,39.1,168.0,43.0,24.0,22.0,10.0,9.0,0.0,1.0,0.0,0.0,28.0
401,400,Blake Snell,SDP,1.0,6.0,5.04,10.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,226.0,47.0,29.0,28.0,9.0,31.0,0.0,1.0,3.0,0.0,54.0
402,401,Greg Weissert,NYY,0.0,0.0,5.06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,27.0,7.0,3.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,5.0
403,402,Josh Sborz,TEX,1.0,2.0,5.06,13.0,0.0,0.0,0.0,0.0,3.0,1.0,16.0,68.0,14.0,9.0,9.0,1.0,7.0,0.0,0.0,2.0,0.0,21.0
404,403,Griffin Jax,MIN,2.0,6.0,5.06,23.0,0.0,0.0,0.0,0.0,6.0,4.0,21.1,99.0,25.0,14.0,12.0,0.0,9.0,1.0,0.0,1.0,0.0,25.0
405,404,Silvino Bracho,CIN,0.0,0.0,5.06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,22.0,2.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0
406,405,Genesis Cabrera,STL,1.0,0.0,5.12,19.0,0.0,0.0,0.0,0.0,2.0,1.0,19.1,87.0,18.0,11.0,11.0,4.0,13.0,0.0,0.0,0.0,0.0,28.0
407,406,Bailey Falter,PHI,0.0,7.0,5.13,8.0,7.0,0.0,0.0,0.0,0.0,0.0,40.1,175.0,50.0,30.0,23.0,7.0,8.0,0.0,0.0,0.0,0.0,28.0
408,407,James Paxton,BOS,1.0,1.0,5.14,3.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,60.0,13.0,8.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0
409,408,Garrett Whitlock,BOS,2.0,2.0,5.14,4.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,83.0,22.0,12.0,12.0,5.0,3.0,0.0,1.0,0.0,0.0,15.0
410,409,Max Castillo,KCR,0.0,1.0,5.14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,63.0,16.0,8.0,8.0,2.0,6.0,1.0,1.0,0.0,0.0,9.0
411,410,Mason Englert,DET,1.0,2.0,5.16,17.0,0.0,0.0,0.0,0.0,2.0,2.0,29.2,130.0,32.0,22.0,17.0,8.0,9.0,0.0,1.0,2.0,0.0,21.0
412,411,Jose Cuas,KCR,3.0,0.0,5.16,23.0,0.0,0.0,0.0,0.0,1.0,0.0,22.2,107.0,28.0,13.0,13.0,5.0,9.0,0.0,2.0,1.0,0.0,30.0
413,412,Duane Underwood Jr.,PIT,1.0,0.0,5.18,20.0,0.0,0.0,0.0,2.0,3.0,0.0,24.1,100.0,24.0,14.0,14.0,3.0,11.0,0.0,0.0,0.0,0.0,14.0
414,413,Peyton Battenfield,CLE,0.0,5.0,5.19,7.0,6.0,0.0,0.0,0.0,0.0,0.0,34.2,146.0,34.0,22.0,20.0,7.0,12.0,0.0,0.0,1.0,0.0,27.0
415,414,Juan Then,SEA,0.0,0.0,5.19,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,38.0,10.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0
416,415,Jose Urquidy,HOU,2.0,2.0,5.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,27.2,123.0,33.0,16.0,16.0,6.0,10.0,0.0,1.0,0.0,0.0,23.0
417,416,Keegan Akin,BAL,1.0,1.0,5.25,14.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,56.0,17.0,8.0,7.0,1.0,4.0,2.0,0.0,0.0,0.0,10.0
418,417,Hunter Gaddis,CLE,1.0,1.0,5.26,6.0,5.0,0.0,0.0,0.0,0.0,0.0,25.2,110.0,24.0,15.0,15.0,1.0,7.0,0.0,3.0,1.0,0.0,17.0
419,418,Nestor Cortes,NYY,4.0,2.0,5.3,10.0,10.0,0.0,0.0,0.0,0.0,0.0,54.1,228.0,53.0,33.0,32.0,10.0,16.0,0.0,3.0,0.0,0.0,53.0
420,419,Jake Irvin,WSN,1.0,2.0,5.32,5.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,19.0,15.0,13.0,3.0,16.0,0.0,3.0,2.0,0.0,19.0
421,420,Jared Shuster,ATL,1.0,2.0,5.33,5.0,5.0,0.0,0.0,0.0,0.0,0.0,25.1,108.0,19.0,15.0,15.0,2.0,15.0,0.0,1.0,1.0,0.0,20.0
422,421,Trevor Kelley,TBR,0.0,1.0,5.4,6.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,43.0,9.0,6.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0
423,422,Jake Woodford,STL,1.0,2.0,5.4,7.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,138.0,40.0,19.0,18.0,7.0,11.0,0.0,3.0,1.0,0.0,18.0
424,423,Hobie Harris,WSN,0.0,0.0,5.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,87.0,21.0,12.0,11.0,2.0,12.0,0.0,1.0,1.0,0.0,9.0
425,424,Dominic Leone,NYM,0.0,1.0,5.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,14.0,6.0,6.0,2.0,3.0,0.0,0.0,2.0,0.0,7.0
426,425,Dany Jimenez,OAK,0.0,0.0,5.4,7.0,0.0,0.0,0.0,1.0,0.0,1.0,6.2,30.0,4.0,4.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,4.0
427,426,Zack Weiss,LAA,1.0,0.0,5.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
428,427,Austin Warren,LAA,1.0,0.0,5.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
429,428,Kody Clemens,PHI,0.0,0.0,5.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
430,429,Luke Weaver,CIN,1.0,2.0,5.45,7.0,7.0,0.0,0.0,0.0,0.0,0.0,38.0,164.0,43.0,23.0,23.0,9.0,9.0,0.0,2.0,0.0,0.0,37.0
431,430,Eric Lauer,MIL,4.0,5.0,5.48,9.0,8.0,0.0,0.0,0.0,0.0,0.0,42.2,187.0,45.0,31.0,26.0,13.0,20.0,0.0,0.0,0.0,0.0,41.0
432,431,Chase Silseth,LAA,1.0,1.0,5.52,7.0,1.0,0.0,0.0,0.0,1.0,1.0,14.2,65.0,12.0,12.0,9.0,2.0,10.0,0.0,0.0,3.0,1.0,12.0
433,432,Brad Boxberger,CHC,0.0,1.0,5.52,17.0,0.0,0.0,0.0,2.0,1.0,0.0,14.2,65.0,13.0,9.0,9.0,3.0,9.0,1.0,1.0,0.0,0.0,13.0
434,433,Alek Manoah,TOR,1.0,5.0,5.53,11.0,11.0,0.0,0.0,0.0,0.0,0.0,53.2,255.0,58.0,37.0,33.0,9.0,38.0,0.0,5.0,3.0,2.0,46.0
435,434,Graham Ashcraft,CIN,2.0,3.0,5.57,10.0,10.0,0.0,0.0,0.0,0.0,0.0,53.1,236.0,58.0,34.0,33.0,6.0,21.0,0.0,2.0,2.0,1.0,41.0
436,435,Taijuan Walker,PHI,4.0,2.0,5.57,11.0,11.0,0.0,0.0,0.0,0.0,0.0,53.1,228.0,55.0,33.0,33.0,9.0,23.0,0.0,0.0,1.0,1.0,43.0
437,436,Michael Rucker,CHC,1.0,1.0,5.57,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,96.0,27.0,13.0,13.0,3.0,8.0,0.0,2.0,0.0,0.0,24.0
438,437,Jhony Brito,NYY,3.0,3.0,5.58,10.0,9.0,0.0,0.0,0.0,0.0,0.0,40.1,178.0,42.0,28.0,25.0,7.0,18.0,0.0,2.0,0.0,1.0,30.0
439,438,Clarke Schmidt,NYY,2.0,5.0,5.58,11.0,11.0,0.0,0.0,0.0,0.0,0.0,50.0,229.0,62.0,36.0,31.0,8.0,18.0,0.0,2.0,2.0,0.0,58.0
440,439,Cole Ragans,TEX,2.0,1.0,5.59,12.0,0.0,0.0,0.0,0.0,1.0,0.0,19.1,84.0,17.0,12.0,12.0,2.0,10.0,1.0,1.0,1.0,0.0,19.0
441,440,Anthony Misiewicz,ARI,1.0,0.0,5.63,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,11.0,5.0,5.0,1.0,3.0,0.0,0.0,2.0,0.0,6.0
442,441,Joe Musgrove,SDP,2.0,2.0,5.64,6.0,6.0,0.0,0.0,0.0,0.0,0.0,30.1,137.0,35.0,20.0,19.0,6.0,9.0,1.0,2.0,2.0,0.0,31.0
443,442,Marco Gonzales,SEA,4.0,1.0,5.68,9.0,9.0,0.0,0.0,0.0,0.0,0.0,44.1,192.0,52.0,31.0,28.0,5.0,15.0,0.0,0.0,0.0,0.0,30.0
444,443,Zach Davies,ARI,0.0,1.0,5.68,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.2,58.0,14.0,8.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0
445,444,Andrew Bellatti,PHI,1.0,0.0,5.68,15.0,0.0,0.0,0.0,0.0,1.0,0.0,12.2,60.0,12.0,9.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,14.0
446,445,Adrian Martinez,OAK,0.0,0.0,5.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,102.0,25.0,15.0,15.0,3.0,8.0,0.0,1.0,1.0,0.0,20.0
447,446,Steven Matz,STL,0.0,6.0,5.72,10.0,10.0,0.0,0.0,0.0,0.0,0.0,50.1,232.0,68.0,33.0,32.0,8.0,20.0,0.0,1.0,2.0,2.0,45.0
448,447,Gregory Soto,PHI,1.0,4.0,5.73,25.0,0.0,0.0,0.0,1.0,8.0,0.0,22.0,95.0,17.0,16.0,14.0,1.0,12.0,0.0,1.0,0.0,0.0,27.0
449,448,Matthew Boyd,DET,3.0,3.0,5.74,9.0,9.0,0.0,0.0,0.0,0.0,0.0,42.1,187.0,42.0,28.0,27.0,6.0,18.0,0.0,2.0,1.0,0.0,39.0
450,449,Kyle Wright,ATL,0.0,1.0,5.79,5.0,5.0,0.0,0.0,0.0,0.0,0.0,18.2,93.0,23.0,14.0,12.0,2.0,10.0,0.0,2.0,2.0,0.0,20.0
451,450,Carlos Vargas,ARI,0.0,0.0,5.79,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,22.0,5.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,7.0
452,451,Lance Lynn,CHW,4.0,5.0,5.83,11.0,11.0,0.0,0.0,0.0,0.0,0.0,63.1,280.0,68.0,45.0,41.0,12.0,24.0,0.0,2.0,1.0,0.0,72.0
453,452,Craig Kimbrel,PHI,3.0,1.0,5.85,22.0,0.0,0.0,0.0,7.0,3.0,0.0,20.0,83.0,15.0,13.0,13.0,5.0,11.0,1.0,0.0,2.0,0.0,32.0
454,453,Richard Bleier,BOS,1.0,0.0,5.85,19.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,87.0,24.0,15.0,13.0,4.0,3.0,0.0,2.0,3.0,0.0,12.0
455,454,Ryan Feltner,COL,2.0,3.0,5.86,8.0,8.0,0.0,0.0,0.0,0.0,0.0,35.1,165.0,37.0,24.0,23.0,2.0,25.0,0.0,1.0,0.0,2.0,33.0
456,455,Phil Bickford,LAD,1.0,2.0,5.87,20.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,103.0,24.0,16.0,15.0,2.0,11.0,2.0,0.0,2.0,1.0,29.0
457,456,Jimmy Lambert,CHW,2.0,1.0,5.91,23.0,1.0,0.0,0.0,0.0,3.0,0.0,21.1,101.0,24.0,17.0,14.0,6.0,13.0,1.0,1.0,0.0,0.0,24.0
458,457,Erasmo Ramirez,WSN,2.0,2.0,5.92,20.0,0.0,0.0,0.0,0.0,2.0,1.0,24.1,112.0,33.0,17.0,16.0,4.0,4.0,0.0,2.0,0.0,0.0,13.0
459,458,Connor Seabold,COL,1.0,2.0,5.94,12.0,5.0,0.0,0.0,0.0,0.0,0.0,36.1,172.0,45.0,27.0,24.0,7.0,13.0,1.0,5.0,3.0,0.0,27.0
460,459,Nick Wittgren,KCR,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
461,460,Jacob Webb,LAA,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
462,461,DL Hall,BAL,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0
463,462,Jose Quijada,LAA,0.0,1.0,6.0,10.0,0.0,0.0,0.0,4.0,5.0,1.0,9.0,41.0,8.0,7.0,6.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0
464,463,Alex Colome,CHW,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0
465,464,Mychal Givens,BAL,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,16.0,2.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0
466,465,Fernando Cruz,CIN,1.0,0.0,6.14,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,68.0,15.0,10.0,10.0,1.0,8.0,0.0,0.0,1.0,0.0,21.0
467,466,Denyi Reyes,NYM,0.0,1.0,6.14,6.0,1.0,0.0,0.0,0.0,1.0,0.0,7.1,32.0,8.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0
468,467,Ryan Yarbrough,KCR,1.0,4.0,6.15,10.0,3.0,0.0,0.0,0.0,1.0,1.0,26.1,113.0,27.0,18.0,18.0,3.0,7.0,0.0,6.0,1.0,0.0,14.0
469,468,Nick Pivetta,BOS,3.0,3.0,6.15,10.0,8.0,0.0,0.0,0.0,0.0,0.0,45.1,205.0,48.0,33.0,31.0,10.0,19.0,0.0,3.0,3.0,1.0,48.0
470,469,Noah Davis,COL,0.0,1.0,6.17,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.2,55.0,16.0,9.0,8.0,1.0,5.0,0.0,1.0,2.0,1.0,12.0
471,470,Tommy Hunter,NYM,0.0,0.0,6.2,11.0,0.0,0.0,0.0,0.0,1.0,0.0,20.1,91.0,23.0,15.0,14.0,3.0,4.0,0.0,2.0,0.0,0.0,17.0
472,471,Kyle Hendricks,CHC,0.0,1.0,6.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1,22.0,6.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0
473,472,Tyler Glasnow,TBR,0.0,0.0,6.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1,19.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
474,473,Cole Sulser,ARI,0.0,0.0,6.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,18.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0
475,474,Diego Castillo,SEA,0.0,0.0,6.23,8.0,0.0,0.0,0.0,0.0,1.0,0.0,8.2,41.0,7.0,6.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,7.0
476,475,Cristopher Sanchez,PHI,0.0,0.0,6.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1,20.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0
477,476,Pierce Johnson,COL,0.0,1.0,6.23,23.0,0.0,0.0,0.0,11.0,0.0,0.0,21.2,104.0,26.0,15.0,15.0,5.0,13.0,0.0,0.0,1.0,0.0,29.0
478,477,Peter Lambert,COL,0.0,1.0,6.23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,51.0,13.0,9.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,16.0
479,478,Dennis Santana,NYM,1.0,0.0,6.23,8.0,0.0,0.0,0.0,0.0,2.0,0.0,8.2,40.0,8.0,6.0,6.0,2.0,5.0,0.0,1.0,0.0,0.0,11.0
480,479,Corey Kluber,BOS,2.0,6.0,6.26,9.0,9.0,0.0,0.0,0.0,0.0,0.0,41.2,192.0,46.0,33.0,29.0,11.0,18.0,0.0,3.0,1.0,0.0,34.0
481,480,Jonathan Hernandez,TEX,1.0,1.0,6.27,22.0,0.0,0.0,0.0,0.0,8.0,3.0,18.2,84.0,18.0,13.0,13.0,4.0,9.0,0.0,3.0,1.0,0.0,20.0
482,481,Noah Syndergaard,LAD,1.0,4.0,6.27,10.0,10.0,0.0,0.0,0.0,0.0,0.0,47.1,205.0,57.0,33.0,33.0,7.0,7.0,0.0,4.0,0.0,0.0,33.0
483,482,Nick Lodolo,CIN,2.0,1.0,6.29,7.0,7.0,0.0,0.0,0.0,0.0,0.0,34.1,166.0,50.0,24.0,24.0,10.0,10.0,1.0,7.0,2.0,0.0,47.0
484,483,Tucker Davidson,LAA,1.0,1.0,6.3,11.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,90.0,25.0,14.0,14.0,1.0,7.0,0.0,2.0,3.0,0.0,21.0
485,484,Chad Smith,OAK,1.0,1.0,6.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,11.0,7.0,7.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0
486,485,Chris Flexen,SEA,0.0,4.0,6.32,11.0,4.0,0.0,0.0,0.0,0.0,0.0,31.1,137.0,38.0,22.0,22.0,6.0,12.0,0.0,0.0,0.0,0.0,22.0
487,486,Calvin Faucher,TBR,0.0,1.0,6.32,10.0,4.0,0.0,0.0,0.0,0.0,0.0,15.2,74.0,17.0,11.0,11.0,2.0,9.0,0.0,1.0,4.0,0.0,12.0
488,487,Adam Wainwright,STL,2.0,0.0,6.33,4.0,4.0,0.0,0.0,0.0,0.0,0.0,21.1,98.0,28.0,18.0,15.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0
489,488,Reynaldo Lopez,CHW,0.0,3.0,6.33,24.0,0.0,0.0,0.0,4.0,4.0,4.0,21.1,93.0,22.0,15.0,15.0,6.0,10.0,0.0,0.0,1.0,1.0,29.0
490,489,Jeurys Familia,OAK,0.0,1.0,6.39,14.0,0.0,0.0,0.0,2.0,1.0,2.0,12.2,64.0,13.0,12.0,9.0,2.0,13.0,0.0,1.0,0.0,0.0,9.0
491,490,Anthony Banda,WSN,0.0,0.0,6.43,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,9.0,5.0,5.0,1.0,5.0,0.0,1.0,1.0,0.0,6.0
492,491,Andres Machado,WSN,0.0,0.0,6.43,12.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,60.0,17.0,10.0,10.0,3.0,3.0,0.0,0.0,0.0,1.0,11.0
493,492,Luis Medina,OAK,0.0,3.0,6.45,4.0,4.0,0.0,0.0,0.0,0.0,0.0,22.1,96.0,21.0,17.0,16.0,7.0,7.0,0.0,0.0,2.0,0.0,19.0
494,493,Jorge Alcala,MIN,0.0,1.0,6.46,10.0,0.0,0.0,0.0,0.0,2.0,0.0,15.1,66.0,13.0,12.0,11.0,4.0,8.0,0.0,1.0,0.0,0.0,12.0
495,494,Cooper Criswell,TBR,1.0,1.0,6.46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,71.0,19.0,11.0,11.0,3.0,6.0,1.0,3.0,2.0,0.0,17.0
496,495,Yimi Garcia,TOR,1.0,2.0,6.46,25.0,0.0,0.0,0.0,0.0,7.0,2.0,23.2,109.0,28.0,19.0,17.0,4.0,9.0,1.0,1.0,0.0,0.0,30.0
497,496,Austin Gomber,COL,4.0,4.0,6.48,10.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,217.0,54.0,36.0,36.0,11.0,19.0,0.0,0.0,1.0,0.0,31.0
498,497,Rob Zastryzny,PIT,1.0,0.0,6.48,10.0,0.0,0.0,0.0,0.0,2.0,0.0,8.1,38.0,9.0,6.0,6.0,0.0,5.0,1.0,0.0,2.0,0.0,7.0
499,498,Zach Pop,TOR,1.0,1.0,6.59,15.0,0.0,0.0,0.0,0.0,1.0,0.0,13.2,56.0,11.0,11.0,10.0,4.0,6.0,0.0,0.0,1.0,0.0,14.0
500,499,Ryan Thompson,TBR,1.0,1.0,6.6,16.0,0.0,0.0,0.0,0.0,3.0,2.0,15.0,66.0,12.0,11.0,11.0,2.0,7.0,0.0,2.0,2.0,0.0,9.0
501,500,Sean Manaea,SFG,2.0,2.0,6.61,11.0,6.0,0.0,0.0,0.0,0.0,0.0,32.2,152.0,34.0,30.0,24.0,8.0,19.0,0.0,3.0,1.0,0.0,44.0
502,501,Dylan Dodd,ATL,2.0,1.0,6.64,4.0,4.0,0.0,0.0,0.0,0.0,0.0,20.1,93.0,31.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,0.0,10.0
503,502,Tyler Alexander,DET,1.0,0.0,6.65,15.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,101.0,29.0,20.0,17.0,5.0,2.0,0.0,1.0,0.0,0.0,22.0
504,503,Carlos Carrasco,NYM,1.0,2.0,6.75,5.0,5.0,0.0,0.0,0.0,0.0,0.0,25.1,113.0,24.0,19.0,19.0,5.0,12.0,0.0,3.0,0.0,0.0,15.0
505,504,Tyson Miller,MIL,0.0,0.0,6.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,29.0,8.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0
506,505,Javy Guerra,- - -,0.0,0.0,6.75,14.0,2.0,0.0,0.0,0.0,0.0,0.0,13.1,73.0,14.0,10.0,10.0,1.0,18.0,3.0,2.0,2.0,0.0,9.0
507,506,Spencer Patton,OAK,0.0,0.0,6.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,22.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
508,507,Jon Heasley,KCR,0.0,0.0,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,508,Joe Barlow,TEX,0.0,0.0,6.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
510,509,Logan Gillaspie,BAL,0.0,1.0,6.75,9.0,0.0,0.0,0.0,0.0,2.0,2.0,6.2,36.0,12.0,6.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0,6.0
511,510,Reyes Moronta,LAA,0.0,0.0,6.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0
512,511,Jose Ruiz,- - -,1.0,1.0,6.85,21.0,0.0,0.0,0.0,0.0,0.0,2.0,23.2,117.0,30.0,20.0,18.0,6.0,12.0,1.0,5.0,1.0,1.0,23.0
513,512,Devin Smeltzer,MIA,0.0,1.0,6.89,6.0,1.0,0.0,0.0,0.0,0.0,0.0,15.2,73.0,21.0,14.0,12.0,6.0,4.0,0.0,3.0,1.0,0.0,10.0
514,513,Reiver Sanmartin,CIN,1.0,0.0,7.07,14.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,70.0,17.0,13.0,11.0,2.0,10.0,0.0,0.0,2.0,0.0,13.0
515,514,Brady Singer,KCR,3.0,4.0,7.12,11.0,11.0,0.0,0.0,0.0,0.0,0.0,54.1,251.0,65.0,45.0,43.0,8.0,23.0,0.0,4.0,1.0,0.0,49.0
516,515,A.J. Minter,ATL,2.0,5.0,7.13,25.0,0.0,0.0,0.0,7.0,0.0,3.0,24.0,102.0,28.0,19.0,19.0,3.0,6.0,0.0,0.0,0.0,1.0,30.0
517,516,Jeff Lindgren,MIA,0.0,0.0,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
518,517,Ian Kennedy,TEX,0.0,1.0,7.2,11.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,46.0,11.0,10.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,13.0
519,518,Ross Stripling,SFG,0.0,2.0,7.24,9.0,5.0,0.0,0.0,0.0,0.0,0.0,32.1,146.0,41.0,27.0,26.0,10.0,10.0,0.0,1.0,0.0,0.0,26.0
520,519,Spencer Turnbull,DET,1.0,4.0,7.26,7.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,145.0,37.0,26.0,25.0,5.0,15.0,0.0,3.0,2.0,0.0,24.0
521,520,Ryan Tepera,LAA,2.0,2.0,7.27,10.0,0.0,0.0,0.0,0.0,2.0,2.0,8.2,46.0,15.0,9.0,7.0,2.0,3.0,1.0,2.0,0.0,0.0,10.0
522,521,Ryan Brasier,BOS,1.0,0.0,7.29,20.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,95.0,24.0,18.0,17.0,2.0,9.0,0.0,2.0,2.0,0.0,18.0
523,522,Kaleb Ort,BOS,1.0,0.0,7.3,12.0,0.0,0.0,0.0,0.0,1.0,0.0,12.1,62.0,16.0,12.0,10.0,3.0,6.0,0.0,1.0,2.0,0.0,12.0
524,523,Jordan Lyles,KCR,0.0,9.0,7.3,11.0,11.0,1.0,0.0,0.0,0.0,0.0,61.2,271.0,62.0,55.0,50.0,16.0,23.0,0.0,1.0,4.0,0.0,45.0
525,524,Rafael Montero,HOU,1.0,3.0,7.32,21.0,0.0,0.0,0.0,1.0,3.0,2.0,19.2,92.0,28.0,16.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,23.0
526,525,Grayson Rodriguez,BAL,2.0,2.0,7.35,10.0,10.0,0.0,0.0,0.0,0.0,0.0,45.1,211.0,57.0,38.0,37.0,13.0,21.0,0.0,0.0,1.0,0.0,56.0
527,526,Yency Almonte,LAD,3.0,0.0,7.36,23.0,0.0,0.0,0.0,0.0,5.0,1.0,22.0,98.0,23.0,18.0,18.0,4.0,10.0,1.0,2.0,1.0,0.0,17.0
528,527,Ken Waldichuk,OAK,1.0,4.0,7.4,10.0,9.0,0.0,0.0,0.0,0.0,0.0,48.2,239.0,65.0,42.0,40.0,13.0,31.0,0.0,3.0,1.0,0.0,46.0
529,528,Tim Herrin,CLE,1.0,0.0,7.45,9.0,0.0,0.0,0.0,0.0,1.0,1.0,9.2,41.0,9.0,8.0,8.0,2.0,4.0,0.0,0.0,2.0,0.0,13.0
530,529,Jake Diekman,- - -,0.0,1.0,7.56,20.0,0.0,0.0,0.0,0.0,4.0,1.0,16.2,79.0,15.0,18.0,14.0,2.0,15.0,0.0,1.0,2.0,2.0,16.0
531,530,Zach Plesac,CLE,1.0,1.0,7.59,5.0,5.0,0.0,0.0,0.0,0.0,0.0,21.1,105.0,37.0,20.0,18.0,3.0,5.0,0.0,0.0,0.0,0.0,14.0
532,531,Lucas Luetge,ATL,1.0,0.0,7.71,8.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,45.0,12.0,8.0,8.0,2.0,5.0,0.0,0.0,2.0,0.0,9.0
